Chl-a,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A
1.86630679109114,0.0221500005573034,0.0147000001743435,0.0563500002026557,0.0685499981045723,0.0421999990940094,0.0366000011563301,0.0320999994874,0.031700000166893,0.0357999987900257,0.0283499993383884
1.86630679109114,0.0221500005573034,0.0147000001743435,0.0563500002026557,0.0685499981045723,0.0421999990940094,0.0366000011563301,0.0320999994874,0.031700000166893,0.0357999987900257,0.0283499993383884
1.86630679109114,0.0221500005573034,0.0147000001743435,0.0563500002026557,0.0685499981045723,0.0421999990940094,0.0366000011563301,0.0320999994874,0.031700000166893,0.0357999987900257,0.0283499993383884
1.86630679109114,0.0221500005573034,0.0147000001743435,0.0563500002026557,0.0685499981045723,0.0421999990940094,0.0366000011563301,0.0320999994874,0.031700000166893,0.0357999987900257,0.0283499993383884
1.86630679109114,0.0221500005573034,0.0147000001743435,0.0563500002026557,0.0685499981045723,0.0421999990940094,0.0366000011563301,0.0320999994874,0.031700000166893,0.0357999987900257,0.0283499993383884
1.86630679109114,0.0221500005573034,0.0147000001743435,0.0563500002026557,0.0685499981045723,0.0421999990940094,0.0366000011563301,0.0320999994874,0.031700000166893,0.0357999987900257,0.0283499993383884
1.86630679109114,0.0221500005573034,0.0147000001743435,0.0563500002026557,0.0685499981045723,0.0421999990940094,0.0366000011563301,0.0320999994874,0.031700000166893,0.0357999987900257,0.0283499993383884
1.86630679109114,0.0221500005573034,0.0147000001743435,0.0563500002026557,0.0685499981045723,0.0421999990940094,0.0366000011563301,0.0320999994874,0.031700000166893,0.0357999987900257,0.0283499993383884
1.86630679109114,0.0221500005573034,0.0147000001743435,0.0563500002026557,0.0685499981045723,0.0421999990940094,0.0366000011563301,0.0320999994874,0.031700000166893,0.0357999987900257,0.0283499993383884
1.86630679109114,0.0221500005573034,0.0147000001743435,0.0563500002026557,0.0685499981045723,0.0421999990940094,0.0366000011563301,0.0320999994874,0.031700000166893,0.0357999987900257,0.0283499993383884
1.86630679109114,0.0221500005573034,0.0147000001743435,0.0563500002026557,0.0685499981045723,0.0421999990940094,0.0366000011563301,0.0320999994874,0.031700000166893,0.0357999987900257,0.0283499993383884
1.86630679109114,0.0221500005573034,0.0147000001743435,0.0563500002026557,0.0685499981045723,0.0421999990940094,0.0366000011563301,0.0320999994874,0.031700000166893,0.0357999987900257,0.0283499993383884
1.86630679109114,0.0221500005573034,0.0147000001743435,0.0563500002026557,0.0685499981045723,0.0421999990940094,0.0366000011563301,0.0320999994874,0.031700000166893,0.0357999987900257,0.0283499993383884
1.86630679109114,0.0221500005573034,0.0147000001743435,0.0563500002026557,0.0685499981045723,0.0421999990940094,0.0366000011563301,0.0320999994874,0.031700000166893,0.0357999987900257,0.0283499993383884
1.86630679109114,0.0221500005573034,0.0147000001743435,0.0563500002026557,0.0685499981045723,0.0421999990940094,0.0366000011563301,0.0320999994874,0.031700000166893,0.0357999987900257,0.0283499993383884
1.86630679109114,0.0221500005573034,0.0147000001743435,0.0563500002026557,0.0685499981045723,0.0421999990940094,0.0366000011563301,0.0320999994874,0.031700000166893,0.0357999987900257,0.0283499993383884
1.86630679109114,0.0221500005573034,0.0147000001743435,0.0563500002026557,0.0685499981045723,0.0421999990940094,0.0366000011563301,0.0320999994874,0.031700000166893,0.0357999987900257,0.0283499993383884
1.86630679109114,0.0221500005573034,0.0147000001743435,0.0563500002026557,0.0685499981045723,0.0421999990940094,0.0366000011563301,0.0320999994874,0.031700000166893,0.0357999987900257,0.0283499993383884
1.86630679109114,0.0221500005573034,0.0147000001743435,0.0563500002026557,0.0685499981045723,0.0421999990940094,0.0366000011563301,0.0320999994874,0.031700000166893,0.0357999987900257,0.0283499993383884
1.86630679109114,0.0221500005573034,0.0147000001743435,0.0563500002026557,0.0685499981045723,0.0421999990940094,0.0366000011563301,0.0320999994874,0.031700000166893,0.0357999987900257,0.0283499993383884
1.86630679109114,0.0221500005573034,0.0147000001743435,0.0563500002026557,0.0685499981045723,0.0421999990940094,0.0366000011563301,0.0320999994874,0.031700000166893,0.0357999987900257,0.0283499993383884
1.86630679109114,0.0221500005573034,0.0147000001743435,0.0563500002026557,0.0685499981045723,0.0421999990940094,0.0366000011563301,0.0320999994874,0.031700000166893,0.0357999987900257,0.0283499993383884
1.86630679109114,0.0221500005573034,0.0147000001743435,0.0563500002026557,0.0685499981045723,0.0421999990940094,0.0366000011563301,0.0320999994874,0.031700000166893,0.0357999987900257,0.0283499993383884
1.86630679109114,0.0221500005573034,0.0147000001743435,0.0563500002026557,0.0685499981045723,0.0421999990940094,0.0366000011563301,0.0320999994874,0.031700000166893,0.0357999987900257,0.0283499993383884
1.86630679109114,0.0221500005573034,0.0147000001743435,0.0563500002026557,0.0685499981045723,0.0421999990940094,0.0366000011563301,0.0320999994874,0.031700000166893,0.0357999987900257,0.0283499993383884
1.86630679109114,0.0221500005573034,0.0147000001743435,0.0563500002026557,0.0685499981045723,0.0421999990940094,0.0366000011563301,0.0320999994874,0.031700000166893,0.0357999987900257,0.0283499993383884
1.86630679109114,0.0221500005573034,0.0147000001743435,0.0563500002026557,0.0685499981045723,0.0421999990940094,0.0366000011563301,0.0320999994874,0.031700000166893,0.0357999987900257,0.0283499993383884
1.86630679109114,0.0221500005573034,0.0147000001743435,0.0563500002026557,0.0685499981045723,0.0421999990940094,0.0366000011563301,0.0320999994874,0.031700000166893,0.0357999987900257,0.0283499993383884
1.86630679109114,0.0221500005573034,0.0147000001743435,0.0563500002026557,0.0685499981045723,0.0421999990940094,0.0366000011563301,0.0320999994874,0.031700000166893,0.0357999987900257,0.0283499993383884
1.86630679109114,0.0221500005573034,0.0147000001743435,0.0563500002026557,0.0685499981045723,0.0421999990940094,0.0366000011563301,0.0320999994874,0.031700000166893,0.0357999987900257,0.0283499993383884
1.86630679109114,0.0221500005573034,0.0147000001743435,0.0563500002026557,0.0685499981045723,0.0421999990940094,0.0366000011563301,0.0320999994874,0.031700000166893,0.0357999987900257,0.0283499993383884
1.86630679109114,0.0221500005573034,0.0147000001743435,0.0563500002026557,0.0685499981045723,0.0421999990940094,0.0366000011563301,0.0320999994874,0.031700000166893,0.0357999987900257,0.0283499993383884
1.86630679109114,0.0221500005573034,0.0147000001743435,0.0563500002026557,0.0685499981045723,0.0421999990940094,0.0366000011563301,0.0320999994874,0.031700000166893,0.0357999987900257,0.0283499993383884
1.86630679109114,0.0221500005573034,0.0147000001743435,0.0563500002026557,0.0685499981045723,0.0421999990940094,0.0366000011563301,0.0320999994874,0.031700000166893,0.0357999987900257,0.0283499993383884
1.86630679109114,0.0221500005573034,0.0147000001743435,0.0563500002026557,0.0685499981045723,0.0421999990940094,0.0366000011563301,0.0320999994874,0.031700000166893,0.0357999987900257,0.0283499993383884
1.86630679109114,0.0221500005573034,0.0147000001743435,0.0563500002026557,0.0685499981045723,0.0421999990940094,0.0366000011563301,0.0320999994874,0.031700000166893,0.0357999987900257,0.0283499993383884
1.86630679109114,0.0221500005573034,0.0147000001743435,0.0563500002026557,0.0685499981045723,0.0421999990940094,0.0366000011563301,0.0320999994874,0.031700000166893,0.0357999987900257,0.0283499993383884
1.86630679109114,0.0221500005573034,0.0147000001743435,0.0563500002026557,0.0685499981045723,0.0421999990940094,0.0366000011563301,0.0320999994874,0.031700000166893,0.0357999987900257,0.0283499993383884
1.86630679109114,0.0221500005573034,0.0147000001743435,0.0563500002026557,0.0685499981045723,0.0421999990940094,0.0366000011563301,0.0320999994874,0.031700000166893,0.0357999987900257,0.0283499993383884
1.86630679109114,0.0221500005573034,0.0147000001743435,0.0563500002026557,0.0685499981045723,0.0421999990940094,0.0366000011563301,0.0320999994874,0.031700000166893,0.0357999987900257,0.0283499993383884
1.86630679109114,0.0221500005573034,0.0147000001743435,0.0563500002026557,0.0685499981045723,0.0421999990940094,0.0366000011563301,0.0320999994874,0.031700000166893,0.0357999987900257,0.0283499993383884
1.86630679109114,0.0221500005573034,0.0147000001743435,0.0563500002026557,0.0685499981045723,0.0421999990940094,0.0366000011563301,0.0320999994874,0.031700000166893,0.0357999987900257,0.0283499993383884
1.86630679109114,0.0221500005573034,0.0147000001743435,0.0563500002026557,0.0685499981045723,0.0421999990940094,0.0366000011563301,0.0320999994874,0.031700000166893,0.0357999987900257,0.0283499993383884
1.86630679109114,0.0221500005573034,0.0147000001743435,0.0563500002026557,0.0685499981045723,0.0421999990940094,0.0366000011563301,0.0320999994874,0.031700000166893,0.0357999987900257,0.0283499993383884
1.86630679109114,0.0221500005573034,0.0147000001743435,0.0563500002026557,0.0685499981045723,0.0421999990940094,0.0366000011563301,0.0320999994874,0.031700000166893,0.0357999987900257,0.0283499993383884
1.86630679109114,0.0221500005573034,0.0147000001743435,0.0563500002026557,0.0685499981045723,0.0421999990940094,0.0366000011563301,0.0320999994874,0.031700000166893,0.0357999987900257,0.0283499993383884
1.86630679109114,0.0221500005573034,0.0147000001743435,0.0563500002026557,0.0685499981045723,0.0421999990940094,0.0366000011563301,0.0320999994874,0.031700000166893,0.0357999987900257,0.0283499993383884
1.86630679109114,0.0221500005573034,0.0147000001743435,0.0563500002026557,0.0685499981045723,0.0421999990940094,0.0366000011563301,0.0320999994874,0.031700000166893,0.0357999987900257,0.0283499993383884
1.86630679109114,0.0221500005573034,0.0147000001743435,0.0563500002026557,0.0685499981045723,0.0421999990940094,0.0366000011563301,0.0320999994874,0.031700000166893,0.0357999987900257,0.0283499993383884
1.86630679109114,0.0221500005573034,0.0147000001743435,0.0563500002026557,0.0685499981045723,0.0421999990940094,0.0366000011563301,0.0320999994874,0.031700000166893,0.0357999987900257,0.0283499993383884
1.86630679109114,0.0221500005573034,0.0147000001743435,0.0563500002026557,0.0685499981045723,0.0421999990940094,0.0366000011563301,0.0320999994874,0.031700000166893,0.0357999987900257,0.0283499993383884
1.86630679109114,0.0221500005573034,0.0147000001743435,0.0563500002026557,0.0685499981045723,0.0421999990940094,0.0366000011563301,0.0320999994874,0.031700000166893,0.0357999987900257,0.0283499993383884
1.86630679109114,0.0221500005573034,0.0147000001743435,0.0563500002026557,0.0685499981045723,0.0421999990940094,0.0366000011563301,0.0320999994874,0.031700000166893,0.0357999987900257,0.0283499993383884
1.86630679109114,0.0221500005573034,0.0147000001743435,0.0563500002026557,0.0685499981045723,0.0421999990940094,0.0366000011563301,0.0320999994874,0.031700000166893,0.0357999987900257,0.0283499993383884
1.86630679109114,0.0221500005573034,0.0147000001743435,0.0563500002026557,0.0685499981045723,0.0421999990940094,0.0366000011563301,0.0320999994874,0.031700000166893,0.0357999987900257,0.0283499993383884
1.86630679109114,0.0221500005573034,0.0147000001743435,0.0563500002026557,0.0685499981045723,0.0421999990940094,0.0366000011563301,0.0320999994874,0.031700000166893,0.0357999987900257,0.0283499993383884
1.86630679109114,0.0221500005573034,0.0147000001743435,0.0563500002026557,0.0685499981045723,0.0421999990940094,0.0366000011563301,0.0320999994874,0.031700000166893,0.0357999987900257,0.0283499993383884
1.86630679109114,0.0221500005573034,0.0147000001743435,0.0563500002026557,0.0685499981045723,0.0421999990940094,0.0366000011563301,0.0320999994874,0.031700000166893,0.0357999987900257,0.0283499993383884
1.86630679109114,0.0221500005573034,0.0147000001743435,0.0563500002026557,0.0685499981045723,0.0421999990940094,0.0366000011563301,0.0320999994874,0.031700000166893,0.0357999987900257,0.0283499993383884
1.86630679109114,0.0221500005573034,0.0147000001743435,0.0563500002026557,0.0685499981045723,0.0421999990940094,0.0366000011563301,0.0320999994874,0.031700000166893,0.0357999987900257,0.0283499993383884
1.86630679109114,0.0221500005573034,0.0147000001743435,0.0563500002026557,0.0685499981045723,0.0421999990940094,0.0366000011563301,0.0320999994874,0.031700000166893,0.0357999987900257,0.0283499993383884
1.86630679109114,0.0221500005573034,0.0147000001743435,0.0563500002026557,0.0685499981045723,0.0421999990940094,0.0366000011563301,0.0320999994874,0.031700000166893,0.0357999987900257,0.0283499993383884
1.86630679109114,0.0221500005573034,0.0147000001743435,0.0563500002026557,0.0685499981045723,0.0421999990940094,0.0366000011563301,0.0320999994874,0.031700000166893,0.0357999987900257,0.0283499993383884
1.86630679109114,0.0221500005573034,0.0147000001743435,0.0563500002026557,0.0685499981045723,0.0421999990940094,0.0366000011563301,0.0320999994874,0.031700000166893,0.0357999987900257,0.0283499993383884
1.86630679109114,0.0221500005573034,0.0147000001743435,0.0563500002026557,0.0685499981045723,0.0421999990940094,0.0366000011563301,0.0320999994874,0.031700000166893,0.0357999987900257,0.0283499993383884
1.86630679109114,0.0221500005573034,0.0147000001743435,0.0563500002026557,0.0685499981045723,0.0421999990940094,0.0366000011563301,0.0320999994874,0.031700000166893,0.0357999987900257,0.0283499993383884
1.86630679109114,0.0221500005573034,0.0147000001743435,0.0563500002026557,0.0685499981045723,0.0421999990940094,0.0366000011563301,0.0320999994874,0.031700000166893,0.0357999987900257,0.0283499993383884
1.86630679109114,0.0221500005573034,0.0147000001743435,0.0563500002026557,0.0685499981045723,0.0421999990940094,0.0366000011563301,0.0320999994874,0.031700000166893,0.0357999987900257,0.0283499993383884
1.86630679109114,0.0221500005573034,0.0147000001743435,0.0563500002026557,0.0685499981045723,0.0421999990940094,0.0366000011563301,0.0320999994874,0.031700000166893,0.0357999987900257,0.0283499993383884
1.86630679109114,0.0221500005573034,0.0147000001743435,0.0563500002026557,0.0685499981045723,0.0421999990940094,0.0366000011563301,0.0320999994874,0.031700000166893,0.0357999987900257,0.0283499993383884
1.86630679109114,0.0221500005573034,0.0147000001743435,0.0563500002026557,0.0685499981045723,0.0421999990940094,0.0366000011563301,0.0320999994874,0.031700000166893,0.0357999987900257,0.0283499993383884
1.86630679109114,0.0221500005573034,0.0147000001743435,0.0563500002026557,0.0685499981045723,0.0421999990940094,0.0366000011563301,0.0320999994874,0.031700000166893,0.0357999987900257,0.0283499993383884
1.86630679109114,0.0221500005573034,0.0147000001743435,0.0563500002026557,0.0685499981045723,0.0421999990940094,0.0366000011563301,0.0320999994874,0.031700000166893,0.0357999987900257,0.0283499993383884
1.86630679109114,0.0221500005573034,0.0147000001743435,0.0563500002026557,0.0685499981045723,0.0421999990940094,0.0366000011563301,0.0320999994874,0.031700000166893,0.0357999987900257,0.0283499993383884
1.86630679109114,0.0221500005573034,0.0147000001743435,0.0563500002026557,0.0685499981045723,0.0421999990940094,0.0366000011563301,0.0320999994874,0.031700000166893,0.0357999987900257,0.0283499993383884
1.86630679109114,0.0221500005573034,0.0147000001743435,0.0563500002026557,0.0685499981045723,0.0421999990940094,0.0366000011563301,0.0320999994874,0.031700000166893,0.0357999987900257,0.0283499993383884
1.86630679109114,0.0221500005573034,0.0147000001743435,0.0563500002026557,0.0685499981045723,0.0421999990940094,0.0366000011563301,0.0320999994874,0.031700000166893,0.0357999987900257,0.0283499993383884
